,incident_type,finding,action_taken
8552,Citizen complaint,Unfounded,No action
8553,Citizen complaint,Sustained,No action
8554,Citizen complaint,Sustained,No action
8555,Citizen complaint,Not Sustained,No action
8556,Citizen complaint,Exonerated,No action
8557,Citizen complaint,Not Sustained,No action
8558,Citizen complaint,Unfounded,No action
8559,Citizen complaint,Exonerated,No action
8560,Citizen complaint,Sustained,Oral Reprimand
8561,Citizen complaint,Not Sustained,No action
8562,Citizen complaint,Unfounded,No action
8563,Citizen complaint,Unfounded,No action
8564,Citizen complaint,Unfounded,No action
8565,Citizen complaint,Unfounded,No action
8566,Citizen complaint,Unfounded,No action
8567,Citizen complaint,Not Sustained,No action
8568,Citizen complaint,Unfounded,No action
8569,Citizen complaint,Exonerated,No action
8570,Citizen complaint,Not Sustained,No action
8586,Citizen complaint,Not Sustained,No action
8587,Citizen complaint,Not Sustained,No action
8588,Citizen complaint,Unfounded,No action
8589,Citizen complaint,Not Sustained,No action
8590,Citizen complaint,Not Sustained,No action
8593,Citizen complaint,Not Sustained,No action
8594,Citizen complaint,Not Sustained,No action
8595,Citizen complaint,Not Sustained,No action
8596,Citizen complaint,Not Sustained,No action
8597,Citizen complaint,Not Sustained,No action
8598,Citizen complaint,Unfounded,No action
8599,Citizen complaint,Not Sustained,No action
8600,Citizen complaint,Unfounded,No action
8601,Citizen complaint,Exonerated,No action
8602,Citizen complaint,Unfounded,No action
8603,Citizen complaint,Unfounded,No action
8604,Citizen complaint,Unfounded,No action
8605,Citizen complaint,Unfounded,No action
8606,Citizen complaint,Sustained,Oral Reprimand
8607,Citizen complaint,Not Sustained,No action
8608,Citizen complaint,Not Sustained,No action
8609,Citizen complaint,Unfounded,No action
8610,Citizen complaint,Unfounded,No action
8611,Citizen complaint,Unfounded,No action
8612,Citizen complaint,Exonerated,No action
8613,Citizen complaint,Not Sustained,No action
8614,Citizen complaint,Not Sustained,No action
8615,Citizen complaint,Not Sustained,No action
8616,Citizen complaint,Not Sustained,No action
8617,Citizen complaint,Unfounded,No action
8618,Citizen complaint,Unfounded,No action
8619,Citizen complaint,Not Sustained,No action
8620,Citizen complaint,Not Sustained,No action
8621,Citizen complaint,Not Sustained,No action
8622,Citizen complaint,Sustained,Suspension
8623,Citizen complaint,Not Sustained,No action
8626,Citizen complaint,Exonerated,No action
8627,Citizen complaint,Unfounded,No action
8628,Citizen complaint,Unfounded,No action
8629,Citizen complaint,Exonerated,No action
8630,Citizen complaint,Exonerated,No action
8631,Citizen complaint,Not Sustained,No action
8632,Citizen complaint,Not Sustained,No action
8633,Citizen complaint,Not Sustained,No action
8634,Citizen complaint,Unfounded,No action
8635,Citizen complaint,Unfounded,No action
8636,Citizen complaint,Unfounded,No action
8637,Citizen complaint,Unfounded,No action
8638,Citizen complaint,Unfounded,No action
8639,Citizen complaint,Unfounded,No action
8640,Citizen complaint,Unfounded,No action
8641,Citizen complaint,Unfounded,No action
8642,Citizen complaint,Unfounded,No action
8643,Citizen complaint,Exonerated,No action
8644,Citizen complaint,Unfounded,No action
8645,Citizen complaint,Unfounded,No action
8646,Citizen complaint,Not Sustained,No action
8647,Citizen complaint,Not Sustained,No action
8648,Citizen complaint,Not Sustained,No action
8649,Citizen complaint,Exonerated,No action
8650,Citizen complaint,Exonerated,No action
8651,Citizen complaint,Exonerated,No action
8655,Citizen complaint,Not Sustained,No action
8656,Citizen complaint,Exonerated,No action
8657,Citizen complaint,Not Sustained,No action
8658,Citizen complaint,Not Sustained,No action
8659,Citizen complaint,Not Sustained,No action
8660,Citizen complaint,Not Sustained,No action
8661,Citizen complaint,Not Sustained,No action
8662,Citizen complaint,Not Sustained,No action
8663,Citizen complaint,Not Sustained,No action
8664,Citizen complaint,Not Sustained,No action
8665,Citizen complaint,Not Sustained,No action
8666,Citizen complaint,Not Sustained,No action
8667,Citizen complaint,Not Sustained,No action
8668,Citizen complaint,Unfounded,No action
8669,Citizen complaint,Unfounded,No action
8670,Citizen complaint,Unfounded,No action
8671,Citizen complaint,Not Sustained,No action
8672,Citizen complaint,Not Sustained,No action
8673,Citizen complaint,Unfounded,No action
8674,Citizen complaint,Exonerated,No action
8675,Citizen complaint,Exonerated,No action
8679,Citizen complaint,Exonerated,No action
8680,Citizen complaint,Exonerated,No action
8681,Citizen complaint,Sustained,No action
8682,Citizen complaint,Not Sustained,No action
8683,Citizen complaint,Not Sustained,No action
8684,Citizen complaint,Exonerated,No action
8685,Citizen complaint,Exonerated,No action
8686,Citizen complaint,Unfounded,No action
8687,Citizen complaint,Unfounded,No action
8688,Citizen complaint,Not Sustained,No action
8689,Citizen complaint,Not Sustained,No action
8690,Citizen complaint,Not Sustained,Oral Reprimand
8691,Citizen complaint,Sustained,No action
8692,Citizen complaint,Not Sustained,No action
8693,Citizen complaint,Not Sustained,No action
8694,Citizen complaint,Unfounded,No action
8695,Citizen complaint,Unfounded,No action
8696,Citizen complaint,Sustained,Oral Reprimand
8697,Citizen complaint,Exonerated,No action
8698,Citizen complaint,Not Sustained,No action
8699,Citizen complaint,Not Sustained,No action
8701,Citizen complaint,Unfounded,No action
8702,Citizen complaint,Unfounded,No action
8703,Citizen complaint,Unfounded,No action
8704,Citizen complaint,Exonerated,No action
8705,Citizen complaint,Unfounded,No action
8706,Citizen complaint,Unfounded,No action
8707,Citizen complaint,Not Sustained,No action
8708,Citizen complaint,Unfounded,No action
8709,Citizen complaint,Sustained,Counseling
8710,Citizen complaint,Unfounded,No action
8711,Citizen complaint,Unfounded,No action
8712,Citizen complaint,Unfounded,No action
8713,Citizen complaint,Unfounded,No action
8714,Citizen complaint,Unfounded,No action
8715,Citizen complaint,Unfounded,No action
8716,Citizen complaint,Unfounded,No action
8717,Citizen complaint,Unfounded,No action
8718,Citizen complaint,Unfounded,No action
8719,Citizen complaint,Unfounded,No action
8720,Citizen complaint,Unfounded,No action
8721,Citizen complaint,Unfounded,No action
8722,Citizen complaint,Unfounded,No action
8724,Citizen complaint,Sustained,Oral Reprimand
8725,Citizen complaint,Sustained,No action
8726,Citizen complaint,Not Sustained,No action
8727,Citizen complaint,Not Sustained,No action
8728,Citizen complaint,Not Sustained,No action
8729,Citizen complaint,Not Sustained,No action
8730,Citizen complaint,Not Sustained,No action
8731,Citizen complaint,Not Sustained,No action
8732,Citizen complaint,Unfounded,No action
8733,Citizen complaint,Sustained,No action
8734,Citizen complaint,Sustained,No action
8735,Citizen complaint,Unfounded,No action
8736,Citizen complaint,Not Sustained,No action
8737,Citizen complaint,Unfounded,No action
8738,Citizen complaint,Not Sustained,No action
8739,Citizen complaint,Not Sustained,No action
8740,Citizen complaint,Not Sustained,No action
8741,Citizen complaint,Exonerated,No action
8742,Citizen complaint,Not Sustained,No action
8743,Citizen complaint,Not Sustained,No action
8744,Citizen complaint,Exonerated,No action
8745,Citizen complaint,Sustained,Counseling
8746,Citizen complaint,Not Sustained,No action
8747,Citizen complaint,Exonerated,No action
8748,Citizen complaint,Exonerated,No action
8752,Citizen complaint,Unfounded,No action
8753,Citizen complaint,Exonerated,No action
8754,Citizen complaint,Sustained,Suspension
8755,Citizen complaint,Sustained,No action
8756,Citizen complaint,Sustained,No action
8757,Citizen complaint,Not Sustained,No action
8758,Citizen complaint,Not Sustained,No action
8759,Citizen complaint,Not Sustained,No action
8760,Citizen complaint,Unfounded,No action
8761,Citizen complaint,Unfounded,No action
8762,Citizen complaint,Not Sustained,No action
8763,Citizen complaint,Not Sustained,No action
8764,Citizen complaint,Exonerated,No action
8765,Citizen complaint,Exonerated,No action
8766,Citizen complaint,Not Sustained,No action
8767,Citizen complaint,Exonerated,No action
8768,Citizen complaint,Exonerated,No action
8769,Citizen complaint,Unfounded,No action
8770,Citizen complaint,Exonerated,No action
8771,Citizen complaint,Not Sustained,No action
8775,Citizen complaint,Not Sustained,No action
8776,Citizen complaint,Unfounded,No action
8777,Citizen complaint,Not Sustained,No action
8778,Citizen complaint,Unfounded,No action
8779,Citizen complaint,Not Sustained,No action
8780,Citizen complaint,Not Sustained,No action
8781,Citizen complaint,Not Sustained,No action
8782,Citizen complaint,Not Sustained,No action
8783,Citizen complaint,Not Sustained,No action
8784,Citizen complaint,Unfounded,No action
8785,Citizen complaint,Unfounded,No action
8786,Citizen complaint,Unfounded,No action
8789,Citizen complaint,Unfounded,Suspension
8790,Citizen complaint,Sustained,No action
8791,Citizen complaint,Sustained,No action
8792,Citizen complaint,Not Sustained,No action
8798,Citizen complaint,Exonerated,No action
8799,Citizen complaint,Exonerated,No action
8800,Citizen complaint,Sustained,Suspension
8801,Citizen complaint,Exonerated,No action
8802,Citizen complaint,Exonerated,No action
8803,Citizen complaint,Sustained,No action
8804,Citizen complaint,Sustained,No action
8805,Citizen complaint,Unfounded,No action
8806,Citizen complaint,Exonerated,No action
8807,Citizen complaint,Unfounded,No action
8808,Citizen complaint,Exonerated,No action
8815,Citizen complaint,Sustained,Suspension
8816,Citizen complaint,Sustained,No action
8817,Citizen complaint,Sustained,No action
8818,Citizen complaint,Not Sustained,No action
8819,Citizen complaint,Exonerated,No action
8820,Citizen complaint,Not Sustained,No action
8821,Citizen complaint,Not Sustained,No action
8822,Citizen complaint,Not Sustained,No action
8823,Citizen complaint,Not Sustained,No action
8824,Citizen complaint,Not Sustained,No action
8825,Citizen complaint,Sustained,Oral Reprimand
8826,Citizen complaint,Unfounded,No action
8827,Citizen complaint,Not Sustained,No action
8828,Citizen complaint,Not Sustained,No action
8829,Citizen complaint,Not Sustained,No action
8830,Citizen complaint,Exonerated,No action
8831,Citizen complaint,Exonerated,No action
8832,Citizen complaint,Not Sustained,Oral Reprimand
8833,Citizen complaint,Sustained,No action
8834,Citizen complaint,Exonerated,No action
8835,Citizen complaint,Not Sustained,No action
8836,Citizen complaint,Not Sustained,No action
8837,Citizen complaint,Exonerated,No action
8838,Citizen complaint,Exonerated,No action
8839,Citizen complaint,Exonerated,No action
8840,Citizen complaint,Exonerated,No action
8841,Citizen complaint,Exonerated,No action
8842,Citizen complaint,Exonerated,No action
8843,Citizen complaint,Not Sustained,No action
8844,Citizen complaint,Sustained,Oral Reprimand
8845,Citizen complaint,Sustained,No action
8846,Citizen complaint,Unfounded,No action
8847,Citizen complaint,Unfounded,No action
8848,Citizen complaint,Exonerated,No action
8849,Citizen complaint,Exonerated,No action
8850,Citizen complaint,Unfounded,No action
8851,Citizen complaint,Unfounded,No action
8852,Citizen complaint,Unfounded,No action
8856,Citizen complaint,Exonerated,No action
8857,Citizen complaint,Not Sustained,No action
8858,Citizen complaint,Not Sustained,No action
8859,Citizen complaint,Unfounded,No action
8860,Citizen complaint,Unfounded,No action
8861,Citizen complaint,Exonerated,No action
8865,Citizen complaint,Not Sustained,No action
8866,Citizen complaint,Not Sustained,No action
8867,Citizen complaint,Sustained,Suspension
8868,Citizen complaint,Not Sustained,No action
8869,Citizen complaint,Exonerated,No action
8870,Citizen complaint,Exonerated,No action
8871,Citizen complaint,Not Sustained,No action
8872,Citizen complaint,Not Sustained,No action
8873,Citizen complaint,Exonerated,No action
8874,Citizen complaint,Not Sustained,No action
8877,Citizen complaint,Exonerated,No action
8878,Citizen complaint,Unfounded,No action
8879,Citizen complaint,Unfounded,No action
8880,Citizen complaint,Not Sustained,No action
8881,Citizen complaint,Not Sustained,No action
8882,Citizen complaint,Unfounded,No action
8883,Citizen complaint,Exonerated,No action
8884,Citizen complaint,Unfounded,No action
8885,Citizen complaint,Unfounded,No action
8886,Citizen complaint,Not Sustained,No action
8889,Citizen complaint,Sustained,Oral Reprimand
8890,Citizen complaint,Not Sustained,No action
8891,Citizen complaint,Not Sustained,No action
8892,Citizen complaint,Not Sustained,No action
8893,Citizen complaint,Unfounded,No action
8894,Citizen complaint,Not Sustained,No action
8895,Citizen complaint,Unfounded,No action
8896,Citizen complaint,Not Sustained,No action
8897,Citizen complaint,Exonerated,No action
8898,Citizen complaint,Not Sustained,No action
8901,Citizen complaint,Unfounded,No action
8902,Citizen complaint,Unfounded,No action
8903,Citizen complaint,Sustained,Termination
8904,Citizen complaint,Exonerated,No action
8905,Citizen complaint,Exonerated,No action
8906,Citizen complaint,Not Sustained,No action
8907,Citizen complaint,Exonerated,No action
8908,Citizen complaint,Not Sustained,No action
8909,Citizen complaint,Not Sustained,No action
8910,Citizen complaint,Not Sustained,No action
8911,Citizen complaint,Not Sustained,No action
8912,Citizen complaint,Exonerated,No action
8913,Citizen complaint,Exonerated,No action
8914,Citizen complaint,Unfounded,No action
8915,Citizen complaint,Unfounded,No action
8916,Citizen complaint,Not Sustained,No action
8917,Citizen complaint,Exonerated,No action
8918,Citizen complaint,Not Sustained,No action
8919,Citizen complaint,Not Sustained,No action
8920,Citizen complaint,Exonerated,No action
8921,Citizen complaint,Not Sustained,No action
8922,Citizen complaint,Unfounded,No action
8923,Citizen complaint,Exonerated,No action
8924,Citizen complaint,Not Sustained,No action
8925,Citizen complaint,Not Sustained,No action
8926,Citizen complaint,Not Sustained,No action
8930,Citizen complaint,Exonerated,Oral Reprimand
8931,Citizen complaint,Exonerated,No action
8932,Citizen complaint,Not Sustained,No action
8933,Citizen complaint,Sustained,No action
8934,Citizen complaint,Not Sustained,No action
8935,Citizen complaint,Unfounded,No action
8937,Citizen complaint,Exonerated,No action
8943,Citizen complaint,Not Sustained,No action
8944,Citizen complaint,Unfounded,No action
8945,Citizen complaint,Unfounded,No action
8946,Citizen complaint,Exonerated,No action
8947,Citizen complaint,Exonerated,No action
8948,Citizen complaint,Not Sustained,No action
8949,Citizen complaint,Not Sustained,No action
8950,Citizen complaint,Not Sustained,No action
8951,Citizen complaint,Not Sustained,No action
8952,Citizen complaint,Not Sustained,No action
8953,Citizen complaint,Not Sustained,No action
8957,Citizen complaint,Unfounded,No action
8961,Citizen complaint,Exonerated,No action
8962,Citizen complaint,Not Sustained,No action
8963,Citizen complaint,Not Sustained,No action
8964,Citizen complaint,Unfounded,No action
8965,Citizen complaint,Unfounded,No action
8966,Citizen complaint,Unfounded,No action
8967,Citizen complaint,Not Sustained,No action
8968,Citizen complaint,Unfounded,No action
8969,Citizen complaint,Unfounded,No action
8972,Citizen complaint,Exonerated,No action
8973,Citizen complaint,Not Sustained,No action
8974,Citizen complaint,Not Sustained,No action
8975,Citizen complaint,Sustained,No action
8976,Citizen complaint,Sustained,No action
8977,Citizen complaint,Sustained,No action
8978,Citizen complaint,Sustained,No action
8984,Citizen complaint,Not Sustained,No action
8985,Citizen complaint,Not Sustained,No action
8986,Citizen complaint,Not Sustained,No action
8987,Citizen complaint,Not Sustained,No action
8988,Citizen complaint,Exonerated,No action
8989,Citizen complaint,Exonerated,No action
8990,Citizen complaint,Exonerated,No action
8991,Citizen complaint,Exonerated,No action
8992,Citizen complaint,Exonerated,No action
8993,Citizen complaint,Exonerated,No action
8994,Citizen complaint,Not Sustained,No action
8995,Citizen complaint,Unfounded,No action
8996,Citizen complaint,Unfounded,No action
8997,Citizen complaint,Not Sustained,No action
8998,Citizen complaint,Not Sustained,No action
8999,Citizen complaint,Not Sustained,No action
9000,Citizen complaint,Not Sustained,No action
9001,Citizen complaint,Unfounded,No action
9002,Citizen complaint,Unfounded,No action
9003,Citizen complaint,Sustained,Suspension
9004,Citizen complaint,Not Sustained,No action
9005,Citizen complaint,Not Sustained,No action
9006,Citizen complaint,Unfounded,No action
9007,Citizen complaint,Unfounded,No action
9008,Citizen complaint,Unfounded,No action
9009,Citizen complaint,Not Sustained,No action
9010,Citizen complaint,Not Sustained,No action
9011,Citizen complaint,Not Sustained,No action
9012,Citizen complaint,Exonerated,No action
9013,Citizen complaint,Exonerated,No action
9014,Citizen complaint,Unfounded,No action
9015,Citizen complaint,Unfounded,No action
9016,Citizen complaint,Unfounded,No action
9017,Citizen complaint,Unfounded,No action
9018,Citizen complaint,Unfounded,No action
9019,Citizen complaint,Unfounded,No action
9020,Citizen complaint,Unfounded,No action
9021,Citizen complaint,Unfounded,No action
9022,Citizen complaint,Unfounded,No action
9023,Citizen complaint,Unfounded,No action
9024,Citizen complaint,Unfounded,No action
9025,Citizen complaint,Unfounded,No action
9026,Citizen complaint,Unfounded,No action
9027,Citizen complaint,Exonerated,No action
9028,Citizen complaint,Not Sustained,No action
9029,Citizen complaint,Not Sustained,No action
9030,Citizen complaint,Not Sustained,No action
9031,Citizen complaint,Not Sustained,No action
9032,Citizen complaint,Not Sustained,No action
9033,Citizen complaint,Exonerated,No action
9034,Citizen complaint,Exonerated,No action
9035,Citizen complaint,Not Sustained,No action
9036,Citizen complaint,Sustained,Oral Reprimand
9037,Citizen complaint,Not Sustained,No action
9038,Citizen complaint,Unfounded,No action
9039,Citizen complaint,Unfounded,No action
9040,Citizen complaint,Exonerated,No action
9041,Citizen complaint,Exonerated,No action
9042,Citizen complaint,Exonerated,No action
9043,Citizen complaint,Exonerated,No action
9044,Citizen complaint,Exonerated,No action
9045,Citizen complaint,Exonerated,No action
9047,Citizen complaint,Not Sustained,No action
9048,Citizen complaint,Exonerated,No action
9049,Citizen complaint,Not Sustained,No action
9050,Citizen complaint,Unfounded,No action
9051,Citizen complaint,Sustained,No action
9052,Citizen complaint,Not Sustained,No action
9053,Citizen complaint,Unfounded,No action
9055,Citizen complaint,Not Sustained,No action
9056,Citizen complaint,Not Sustained,No action
9057,Citizen complaint,Not Sustained,No action
9058,Citizen complaint,Not Sustained,No action
9059,Citizen complaint,Not Sustained,No action
9060,Citizen complaint,Not Sustained,No action
9061,Citizen complaint,Unfounded,No action
9062,Citizen complaint,Unfounded,No action
9063,Citizen complaint,Unfounded,No action
9064,Citizen complaint,Not Sustained,No action
9065,Citizen complaint,Not Sustained,No action
9066,Citizen complaint,Not Sustained,No action
9067,Citizen complaint,Not Sustained,No action
9068,Citizen complaint,Sustained,Oral Reprimand
9069,Citizen complaint,Exonerated,No action
9072,Citizen complaint,Unfounded,No action
9073,Citizen complaint,Unfounded,No action
9074,Citizen complaint,Unfounded,No action
9075,Citizen complaint,Unfounded,No action
9076,Citizen complaint,Unfounded,No action
9077,Citizen complaint,Unfounded,No action
9078,Citizen complaint,Exonerated,No action
9079,Citizen complaint,Exonerated,No action
9080,Citizen complaint,Exonerated,No action
9081,Citizen complaint,Exonerated,No action
9082,Citizen complaint,Unfounded,No action
9083,Citizen complaint,Sustained,Oral Reprimand
9084,Citizen complaint,Sustained,No action
9085,Citizen complaint,Exonerated,No action
9086,Citizen complaint,Not Sustained,No action
9087,Citizen complaint,Not Sustained,No action
9088,Citizen complaint,Not Sustained,No action
9089,Citizen complaint,Unfounded,No action
9090,Citizen complaint,Not Sustained,No action
9091,Citizen complaint,Not Sustained,No action
9092,Citizen complaint,Not Sustained,No action
9093,Citizen complaint,Exonerated,No action
9094,Citizen complaint,Sustained,Oral Reprimand
9095,Citizen complaint,Sustained,No action
9096,Citizen complaint,Sustained,No action
9097,Citizen complaint,Sustained,No action
9098,Citizen complaint,Sustained,Oral Reprimand
9099,Citizen complaint,Unfounded,No action
9100,Citizen complaint,Exonerated,No action
9101,Citizen complaint,Unfounded,No action
9102,Citizen complaint,Sustained,Oral Reprimand
9103,Citizen complaint,Sustained,No action
9104,Citizen complaint,Not Sustained,No action
9105,Citizen complaint,Not Sustained,No action
9106,Citizen complaint,Not Sustained,No action
9107,Citizen complaint,Not Sustained,No action
9108,Citizen complaint,Not Sustained,No action
9109,Citizen complaint,Exonerated,No action
9110,Citizen complaint,Exonerated,No action
9111,Citizen complaint,Exonerated,No action
9112,Citizen complaint,Not Sustained,No action
9113,Citizen complaint,Not Sustained,No action
9114,Citizen complaint,Not Sustained,No action
9115,Citizen complaint,Not Sustained,No action
9116,Citizen complaint,Not Sustained,No action
9117,Citizen complaint,Not Sustained,No action
9118,Citizen complaint,Not Sustained,No action
9119,Citizen complaint,Unfounded,No action
9120,Citizen complaint,Unfounded,No action
9121,Citizen complaint,Not Sustained,No action
9122,Citizen complaint,Not Sustained,No action
9123,Citizen complaint,Unfounded,No action
9124,Citizen complaint,Unfounded,No action
9125,Citizen complaint,Exonerated,No action
9126,Citizen complaint,Exonerated,No action
9127,Citizen complaint,Unfounded,No action
9128,Citizen complaint,Unfounded,No action
9129,Citizen complaint,Not Sustained,No action
9130,Citizen complaint,Exonerated,No action
9131,Citizen complaint,Exonerated,No action
9134,Citizen complaint,Not Sustained,No action
9135,Citizen complaint,Not Sustained,No action
9136,Citizen complaint,Unfounded,No action
9137,Citizen complaint,Unfounded,No action
9138,Citizen complaint,Not Sustained,No action
9139,Citizen complaint,Not Sustained,No action
9140,Citizen complaint,Sustained,No action
9141,Citizen complaint,Not Sustained,No action
9142,Citizen complaint,Not Sustained,No action
9143,Citizen complaint,Unfounded,No action
9144,Citizen complaint,Unfounded,No action
9145,Citizen complaint,Unfounded,No action
9146,Citizen complaint,Unfounded,No action
9147,Citizen complaint,Unfounded,No action
9148,Citizen complaint,Exonerated,No action
9149,Citizen complaint,Exonerated,No action
9150,Citizen complaint,Sustained,No action
9153,Citizen complaint,Sustained,No action
9154,Citizen complaint,Not Sustained,No action
9155,Citizen complaint,Unfounded,No action
9157,Citizen complaint,Exonerated,No action
9161,Citizen complaint,Sustained,Counseling
9162,Citizen complaint,Unfounded,No action
9163,Citizen complaint,Exonerated,No action
9164,Citizen complaint,Unfounded,No action
9165,Citizen complaint,Exonerated,No action
9166,Citizen complaint,Unfounded,No action
9167,Citizen complaint,Not Sustained,No action
9168,Citizen complaint,Not Sustained,No action
9169,Citizen complaint,Exonerated,No action
9170,Citizen complaint,Exonerated,No action
9177,Citizen complaint,Not Sustained,No action
9178,Citizen complaint,Unfounded,No action
9179,Citizen complaint,Unfounded,No action
9180,Citizen complaint,Unfounded,No action
9181,Citizen complaint,Not Sustained,No action
9182,Citizen complaint,Not Sustained,No action
9191,Citizen complaint,Not Sustained,No action
9192,Citizen complaint,Exonerated,No action
9193,Citizen complaint,Exonerated,No action
9194,Citizen complaint,Exonerated,No action
9195,Citizen complaint,Exonerated,No action
9196,Citizen complaint,Exonerated,No action
9197,Citizen complaint,Exonerated,No action
9198,Citizen complaint,Exonerated,No action
9199,Citizen complaint,Unfounded,No action
9200,Citizen complaint,Exonerated,No action
9201,Citizen complaint,Unfounded,No action
9202,Citizen complaint,Exonerated,No action
9203,Citizen complaint,Exonerated,No action
9204,Citizen complaint,Exonerated,No action
9205,Citizen complaint,Unfounded,No action
9206,Citizen complaint,Exonerated,No action
9207,Citizen complaint,Exonerated,No action
9208,Citizen complaint,Unfounded,No action
9209,Citizen complaint,Unfounded,No action
9210,Citizen complaint,Unfounded,No action
9211,Citizen complaint,Unfounded,No action
9212,Citizen complaint,Unfounded,No action
9213,Citizen complaint,Unfounded,No action
9214,Citizen complaint,Exonerated,No action
9215,Citizen complaint,Exonerated,No action
9216,Citizen complaint,Exonerated,No action
9217,Citizen complaint,Exonerated,No action
9218,Citizen complaint,Unfounded,No action
9220,Citizen complaint,Exonerated,No action
9221,Citizen complaint,Exonerated,No action
9222,Citizen complaint,Exonerated,No action
9223,Citizen complaint,Not Sustained,No action
9225,Citizen complaint,Exonerated,No action
9235,Citizen complaint,Unfounded,No action
9236,Citizen complaint,Not Sustained,No action
9237,Citizen complaint,Not Sustained,No action
9238,Citizen complaint,Exonerated,No action
9239,Citizen complaint,Unfounded,No action
9240,Citizen complaint,Not Sustained,No action
9241,Citizen complaint,Unfounded,No action
9242,Citizen complaint,Not Sustained,No action
9243,Citizen complaint,Unfounded,No action
9244,Citizen complaint,Not Sustained,No action
9245,Citizen complaint,Not Sustained,No action
9246,Citizen complaint,Not Sustained,No action
9247,Citizen complaint,Not Sustained,No action
9248,Citizen complaint,Sustained,Oral Reprimand
9251,Citizen complaint,Unfounded,No action
9252,Citizen complaint,Not Sustained,No action
9253,Citizen complaint,Not Sustained,No action
9254,Citizen complaint,Not Sustained,No action
9255,Citizen complaint,Not Sustained,No action
9256,Citizen complaint,Not Sustained,No action
9257,Citizen complaint,Not Sustained,No action
9258,Citizen complaint,Not Sustained,No action
9259,Citizen complaint,Exonerated,No action
9260,Citizen complaint,Exonerated,No action
9261,Citizen complaint,Not Sustained,No action
9262,Citizen complaint,Not Sustained,No action
9263,Citizen complaint,Unfounded,No action
9264,Citizen complaint,Unfounded,No action
9265,Citizen complaint,Not Sustained,No action
9266,Citizen complaint,Not Sustained,No action
9267,Citizen complaint,Not Sustained,No action
9268,Citizen complaint,Not Sustained,No action
9269,Citizen complaint,Not Sustained,No action
9270,Citizen complaint,Not Sustained,No action
9271,Citizen complaint,Not Sustained,No action
9272,Citizen complaint,Unfounded,No action
9273,Citizen complaint,Unfounded,No action
9274,Citizen complaint,Unfounded,No action
9275,Citizen complaint,Unfounded,No action
9276,Citizen complaint,Not Sustained,No action
9277,Citizen complaint,Not Sustained,No action
9284,Citizen complaint,Not Sustained,No action
9285,Citizen complaint,Exonerated,No action
9286,Citizen complaint,Not Sustained,No action
9287,Citizen complaint,Exonerated,No action
9288,Citizen complaint,Not Sustained,No action
9289,Citizen complaint,Unfounded,No action
9290,Citizen complaint,Unfounded,No action
9291,Citizen complaint,Not Sustained,No action
9292,Citizen complaint,Not Sustained,No action
9293,Citizen complaint,Unfounded,No action
9294,Citizen complaint,Unfounded,No action
9295,Citizen complaint,Not Sustained,No action
9296,Citizen complaint,Not Sustained,No action
9298,Citizen complaint,Sustained,Oral Reprimand
9299,Citizen complaint,Sustained,No action
9300,Citizen complaint,Sustained,No action
9301,Citizen complaint,Not Sustained,No action
9302,Citizen complaint,Not Sustained,No action
9303,Citizen complaint,Not Sustained,No action
9304,Citizen complaint,Not Sustained,Resigned/Retired and Charges Pending
9305,Citizen complaint,Sustained,No action
9306,Citizen complaint,Not Sustained,No action
9307,Citizen complaint,Not Sustained,No action
9308,Citizen complaint,Not Sustained,No action
9309,Citizen complaint,Not Sustained,No action
9310,Citizen complaint,Not Sustained,No action
9311,Citizen complaint,Not Sustained,No action
9312,Citizen complaint,Not Sustained,No action
9313,Citizen complaint,Not Sustained,No action
9314,Citizen complaint,Unfounded,No action
9315,Citizen complaint,Unfounded,No action
9316,Citizen complaint,Unfounded,No action
9317,Citizen complaint,Unfounded,No action
9326,Citizen complaint,Not Sustained,No action
9327,Citizen complaint,Not Sustained,No action
9329,Citizen complaint,Unfounded,No action
9330,Citizen complaint,Not Sustained,No action
9331,Citizen complaint,Exonerated,No action
9332,Citizen complaint,Not Sustained,No action
9334,Citizen complaint,Not Sustained,No action
9335,Citizen complaint,Not Sustained,No action
9336,Citizen complaint,Not Sustained,No action
9337,Citizen complaint,Not Sustained,No action
9338,Citizen complaint,Unfounded,No action
9339,Citizen complaint,Not Sustained,No action
9340,Citizen complaint,Not Sustained,No action
9341,Citizen complaint,Not Sustained,No action
9342,Citizen complaint,Not Sustained,No action
9343,Citizen complaint,Not Sustained,No action
9344,Citizen complaint,Not Sustained,No action
9345,Citizen complaint,Not Sustained,No action
9346,Citizen complaint,Not Sustained,No action
9348,Citizen complaint,Not Sustained,No action
9349,Citizen complaint,Not Sustained,No action
9350,Citizen complaint,Unfounded,No action
9351,Citizen complaint,Unfounded,No action
9352,Citizen complaint,Not Sustained,No action
9353,Citizen complaint,Not Sustained,No action
9354,Citizen complaint,Not Sustained,No action
9355,Citizen complaint,Unfounded,No action
9356,Citizen complaint,Exonerated,No action
9357,Citizen complaint,Exonerated,No action
9358,Citizen complaint,Exonerated,No action
9359,Citizen complaint,Not Sustained,No action
9360,Citizen complaint,Sustained,Suspension
9361,Citizen complaint,Not Sustained,No action
9362,Citizen complaint,Sustained,No action
9363,Citizen complaint,Sustained,No action
9364,Citizen complaint,Not Sustained,No action
9365,Citizen complaint,Sustained,No action
9366,Citizen complaint,Sustained,Suspension
9367,Citizen complaint,Sustained,No action
9368,Citizen complaint,Exonerated,No action
9369,Citizen complaint,Unfounded,No action
