,incident_type,finding,action_taken
1925,Internal investigation,Unfounded,No action
1926,Internal investigation,Sustained,No action
1927,Internal investigation,No action,No action
1936,Internal investigation,Sustained,No action
1937,Internal investigation,Not Sustained,No action
1938,Internal investigation,Sustained,No action
1941,Internal investigation,Sustained,No action
1942,Internal investigation,Sustained,No action
1943,Internal investigation,Sustained,No action
1944,Internal investigation,Unfounded,No action
1945,Internal investigation,Unfounded,No action
1947,Internal investigation,Unfounded,No action
1948,Internal investigation,Unfounded,No action
1949,Internal investigation,Unfounded,No action
1951,Internal investigation,Sustained,No action
1952,Internal investigation,Sustained,No action
1953,Internal investigation,Sustained,No action
1954,Internal investigation,Sustained,No action
1955,Internal investigation,Sustained,No action
1956,Internal investigation,Sustained,No action
1957,Internal investigation,Unfounded,No action
1960,Internal investigation,Exonerated,No action
1961,Internal investigation,Not Sustained,No action
1962,Internal investigation,Exonerated,No action
1963,Internal investigation,Unfounded,No action
1965,Internal investigation,Exonerated,No action
1966,Internal investigation,Unfounded,No action
1967,Internal investigation,Sustained,No action
1968,Internal investigation,Sustained,No action
1971,Internal investigation,Filed,No action
1972,Internal investigation,Exonerated,No action
1973,Internal investigation,Not Sustained,No action
1974,Internal investigation,Sustained,No action
1975,Internal investigation,Sustained,No action
1976,Internal investigation,Unfounded,No action
1978,Internal investigation,Exonerated,No action
1982,Internal investigation,Sustained,No action
1983,Internal investigation,Sustained,No action
1984,Internal investigation,Sustained,No action
1985,Internal investigation,Sustained,No action
1986,Internal investigation,Sustained,No action
1987,Internal investigation,Sustained,No action
1988,Internal investigation,Sustained,No action
1989,Internal investigation,Sustained,No action
1990,Internal investigation,Unfounded,No action
1998,Internal investigation,Unfounded,No action
1999,Internal investigation,Unfounded,No action
2000,Internal investigation,Sustained,No action
2013,Internal investigation,Sustained,No action
2014,Internal investigation,Sustained,No action
2015,Internal investigation,Sustained,No action
2016,Internal investigation,Sustained,No action
2017,Internal investigation,Exonerated,No action
2020,Internal investigation,Exonerated,No action
2021,Internal investigation,Sustained,No action
2022,Internal investigation,Sustained,No action
2023,Internal investigation,Sustained,No action
2024,Internal investigation,Sustained,No action
2025,Internal investigation,Sustained,No action
2033,Internal investigation,Not Sustained,No action
2049,Internal investigation,Sustained,No action
2050,Internal investigation,Sustained,No action
2053,Internal investigation,Sustained,No action
2058,Internal investigation,Sustained,No action
2059,Internal investigation,Not Sustained,No action
2061,Internal investigation,Not Sustained,No action
2062,Internal investigation,Not Sustained,No action
2063,Internal investigation,Sustained,No action
2064,Internal investigation,Sustained,No action
2065,Internal investigation,Sustained,No action
2069,Internal investigation,Sustained,No action
2073,Internal investigation,Sustained,No action
2074,Internal investigation,Not Sustained,No action
2090,Internal investigation,Not Sustained,No action
2091,Internal investigation,Sustained,No action
2097,Internal investigation,Sustained,No action
2098,Internal investigation,Exonerated,No action
2099,Internal investigation,Exonerated,No action
2100,Internal investigation,Sustained,No action
2103,Internal investigation,Sustained,No action
2104,Internal investigation,Sustained,No action
2107,Internal investigation,Sustained,No action
2114,Internal investigation,Unfounded,No action
2118,Internal investigation,Not Sustained,No action
2119,Internal investigation,Not Sustained,No action
2123,Internal investigation,Sustained,No action
2124,Internal investigation,Sustained,No action
2127,Internal investigation,Not Sustained,No action
2130,Internal investigation,Sustained,No action
2131,Internal investigation,Sustained,No action
2132,Internal investigation,Sustained,No action
2144,Internal investigation,Not Sustained,No action
2145,Internal investigation,Sustained,No action
2149,Internal investigation,Not Sustained,No action
2150,Internal investigation,Not Sustained,No action
2151,Internal investigation,Sustained,No action
2152,Internal investigation,Sustained,No action
2162,Internal investigation,Sustained,No action
2163,Internal investigation,Sustained,No action
2164,Internal investigation,Sustained,No action
2167,Internal investigation,Sustained,No action
2172,Internal investigation,Sustained,No action
2179,Internal investigation,Sustained,No action
2188,Internal investigation,Sustained,No action
2189,Internal investigation,Sustained,No action
2192,Internal investigation,Sustained,No action
2199,Internal investigation,Sustained,No action
2201,Internal investigation,Sustained,No action
2204,Internal investigation,Unfounded,No action
2205,Internal investigation,Unfounded,No action
2206,Internal investigation,Unfounded,No action
2207,Internal investigation,Unfounded,No action
2208,Internal investigation,Sustained,No action
2246,Internal investigation,Not Sustained,No action
2247,Internal investigation,Not Sustained,No action
2248,Internal investigation,Not Sustained,No action
2252,Internal investigation,Unfounded,No action
2257,Internal investigation,Sustained,No action
2258,Internal investigation,Sustained,No action
2260,Internal investigation,Sustained,No action
2266,Internal investigation,Not Sustained,No action
2267,Internal investigation,Not Sustained,No action
2276,Internal investigation,Not Sustained,No action
2281,Internal investigation,Pending,No action
2282,Internal investigation,Pending,No action
2286,Internal investigation,Unfounded,No action
2296,Internal investigation,Not Sustained,No action
2297,Internal investigation,Sustained,No action
2298,Internal investigation,Sustained,No action
2299,Internal investigation,Not Sustained,No action
2303,Internal investigation,Not Sustained,No action
2304,Internal investigation,Not Sustained,No action
2308,Internal investigation,Sustained,No action
2309,Internal investigation,Unfounded,No action
2312,Internal investigation,Unfounded,No action
2313,Internal investigation,Unfounded,No action
2314,Internal investigation,Unfounded,No action
2316,Internal investigation,Sustained,No action
2318,Internal investigation,Sustained,No action
2319,Internal investigation,Sustained,No action
2320,Internal investigation,Sustained,No action
2325,Internal investigation,Sustained,No action
2326,Internal investigation,Sustained,No action
2339,Internal investigation,Sustained,No action
2340,Internal investigation,Sustained,No action
2348,Internal investigation,Not Sustained,No action
2349,Internal investigation,Sustained,No action
2355,Internal investigation,Sustained,No action
2356,Internal investigation,Sustained,No action
2357,Internal investigation,Sustained,No action
2360,Internal investigation,Sustained,No action
2361,Internal investigation,Not Sustained,No action
2362,Internal investigation,Not Sustained,No action
2364,Internal investigation,Unfounded,No action
2368,Internal investigation,Unfounded,No action
2371,Internal investigation,Not Sustained,No action
2372,Internal investigation,Sustained,No action
2373,Internal investigation,Sustained,No action
2376,Internal investigation,Not Sustained,No action
2377,Internal investigation,Sustained,No action
2378,Internal investigation,Sustained,No action
2380,Internal investigation,Sustained,No action
2382,Internal investigation,Not Sustained,No action
2384,Internal investigation,Unfounded,No action
2386,Internal investigation,Unfounded,No action
2387,Internal investigation,Unfounded,No action
2391,Internal investigation,Sustained,No action
2394,Internal investigation,Not Sustained,No action
2400,Internal investigation,Sustained,No action
2401,Internal investigation,Not Sustained,No action
2402,Internal investigation,Not Sustained,No action
2405,Internal investigation,Unfounded,No action
2406,Internal investigation,Sustained,No action
2407,Internal investigation,Sustained,No action
2408,Internal investigation,Sustained,No action
2410,Internal investigation,Sustained,No action
2413,Internal investigation,Sustained,No action
2415,Internal investigation,Sustained,No action
2416,Internal investigation,Sustained,No action
2417,Internal investigation,Sustained,No action
2424,Internal investigation,Sustained,No action
2425,Internal investigation,Sustained,No action
2428,Internal investigation,Exonerated,No action
2431,Internal investigation,Not Sustained,No action
2432,Internal investigation,Sustained,No action
2444,Internal investigation,Not Sustained,No action
2445,Internal investigation,Not Sustained,No action
2446,Internal investigation,Sustained,No action
2447,Internal investigation,Sustained,No action
2448,Internal investigation,Sustained,No action
2449,Internal investigation,Not Sustained,No action
2450,Internal investigation,Sustained,No action
2451,Internal investigation,Not Sustained,No action
2452,Internal investigation,Sustained,No action
2453,Internal investigation,Sustained,No action
2454,Internal investigation,Sustained,No action
2455,Internal investigation,Sustained,No action
2456,Internal investigation,Sustained,No action
2457,Internal investigation,Sustained,No action
2458,Internal investigation,Sustained,No action
2459,Internal investigation,Sustained,No action
2460,Internal investigation,Sustained,No action
2461,Internal investigation,Sustained,No action
2465,Internal investigation,Unfounded,No action
2466,Internal investigation,Sustained,No action
2467,Internal investigation,Sustained,No action
2490,Internal investigation,Sustained,No action
2508,Internal investigation,Sustained,No action
2511,Internal investigation,Sustained,No action
2543,Internal investigation,Pending,No action
2544,Internal investigation,Pending,No action
2545,Internal investigation,Pending,No action
2548,Internal investigation,Sustained,No action
2552,Internal investigation,Sustained,No action
2553,Internal investigation,Sustained,No action
2554,Internal investigation,Sustained,No action
2555,Internal investigation,Sustained,No action
2556,Internal investigation,Sustained,No action
2557,Internal investigation,Sustained,No action
2558,Internal investigation,Sustained,No action
2562,Internal investigation,Sustained,No action
2564,Internal investigation,Sustained,No action
2565,Internal investigation,Sustained,No action
2566,Internal investigation,Sustained,No action
2594,Internal investigation,Sustained,No action
2596,Internal investigation,Sustained,No action
2597,Internal investigation,Not Sustained,No action
2598,Internal investigation,Not Sustained,No action
2625,Internal investigation,Sustained,No action
2626,Internal investigation,Sustained,No action
2628,Internal investigation,Sustained,No action
2629,Internal investigation,Sustained,No action
2631,Internal investigation,Sustained,No action
2632,Internal investigation,Sustained,No action
2633,Internal investigation,Sustained,No action
2634,Internal investigation,Sustained,No action
2636,Internal investigation,Sustained,No action
2637,Internal investigation,Sustained,No action
2639,Internal investigation,Sustained,No action
2640,Internal investigation,Sustained,No action
2648,Internal investigation,Not Sustained,No action
2649,Internal investigation,Not Sustained,No action
2650,Internal investigation,Not Sustained,No action
2651,Internal investigation,Sustained,No action
2659,Internal investigation,Not Sustained,No action
2660,Internal investigation,Not Sustained,No action
2661,Internal investigation,Sustained,No action
2662,Internal investigation,Not Sustained,No action
2663,Internal investigation,Sustained,No action
2671,Internal investigation,Unfounded,No action
2678,Internal investigation,Exonerated,No action
2679,Internal investigation,Unfounded,No action
2680,Internal investigation,Exonerated,No action
2681,Internal investigation,Not Sustained,No action
2683,Internal investigation,Exonerated,No action
2684,Internal investigation,Not Sustained,No action
2685,Internal investigation,Sustained,No action
2686,Internal investigation,Unfounded,No action
2687,Internal investigation,Unfounded,No action
2688,Internal investigation,Unfounded,No action
2697,Internal investigation,Unfounded,No action
2706,Internal investigation,Pending,No action
2709,Internal investigation,Sustained,No action
2710,Internal investigation,Sustained,No action
2711,Internal investigation,Sustained,No action
2712,Internal investigation,Sustained,No action
2713,Internal investigation,Sustained,No action
2715,Internal investigation,Unfounded,No action
2734,Internal investigation,Sustained,No action
2740,Internal investigation,Sustained,No action
2741,Internal investigation,Sustained,No action
2745,Internal investigation,Sustained,No action
2746,Internal investigation,Sustained,No action
2749,Internal investigation,Sustained,No action
2750,Internal investigation,Sustained,No action
2751,Internal investigation,Sustained,No action
2752,Internal investigation,Sustained,No action
2757,Internal investigation,Sustained,No action
2759,Internal investigation,Sustained,No action
2760,Internal investigation,Sustained,No action
2761,Internal investigation,Sustained,No action
2762,Internal investigation,Sustained,No action
2763,Internal investigation,Sustained,No action
2768,Internal investigation,Sustained,No action
2769,Internal investigation,Sustained,No action
2775,Internal investigation,Sustained,No action
2776,Internal investigation,No action,No action
2778,Internal investigation,Sustained,No action
2779,Internal investigation,Sustained,No action
2780,Internal investigation,Sustained,No action
2781,Internal investigation,Not Sustained,No action
2782,Internal investigation,Not Sustained,No action
2783,Internal investigation,Sustained,No action
2784,Internal investigation,Sustained,No action
2790,Internal investigation,Sustained,No action
2791,Internal investigation,Sustained,No action
2794,Internal investigation,Not Sustained,No action
2798,Internal investigation,Sustained,No action
2799,Internal investigation,Sustained,No action
2800,Internal investigation,Sustained,No action
2812,Internal investigation,Sustained,No action
2813,Internal investigation,Sustained,No action
2814,Internal investigation,Sustained,No action
2815,Internal investigation,Sustained,No action
2818,Internal investigation,Sustained,No action
2819,Internal investigation,Sustained,No action
2820,Internal investigation,Sustained,No action
2842,Internal investigation,Sustained,No action
2848,Internal investigation,Sustained,No action
2849,Internal investigation,Unfounded,No action
2850,Internal investigation,Sustained,No action
2856,Internal investigation,Sustained,No action
2870,Internal investigation,Sustained,No action
2875,Internal investigation,Sustained,No action
2876,Internal investigation,Sustained,No action
2877,Internal investigation,Sustained,No action
2878,Internal investigation,Sustained,No action
2879,Internal investigation,Sustained,No action
2880,Internal investigation,Sustained,No action
2881,Internal investigation,Sustained,No action
2884,Internal investigation,Sustained,No action
2885,Internal investigation,Sustained,No action
2887,Internal investigation,Sustained,No action
2888,Internal investigation,Sustained,No action
2889,Internal investigation,Sustained,No action
2894,Internal investigation,Sustained,No action
2895,Internal investigation,Sustained,No action
2897,Internal investigation,Sustained,No action
2901,Internal investigation,Sustained,No action
2907,Internal investigation,Sustained,No action
2925,Internal investigation,Unfounded,No action
2928,Internal investigation,Sustained,No action
2929,Internal investigation,Sustained,No action
2931,Internal investigation,Sustained,No action
2932,Internal investigation,Sustained,No action
2933,Internal investigation,Sustained,No action
2935,Internal investigation,Sustained,No action
2937,Internal investigation,Not Sustained,No action
2938,Internal investigation,Unfounded,No action
2940,Internal investigation,Sustained,No action
2964,Internal investigation,Sustained,No action
2965,Internal investigation,Sustained,No action
2978,Internal investigation,Sustained,No action
2980,Internal investigation,Sustained,No action
2981,Internal investigation,Sustained,No action
2982,Internal investigation,Sustained,No action
2996,Internal investigation,Unfounded,No action
2999,Internal investigation,Sustained,No action
3002,Internal investigation,Sustained,No action
3006,Internal investigation,Unfounded,No action
3007,Internal investigation,Unfounded,No action
3026,Internal investigation,Sustained,No action
3027,Internal investigation,Sustained,No action
3028,Internal investigation,Sustained,No action
3033,Internal investigation,Sustained,No action
3039,Internal investigation,Not Sustained,No action
3040,Internal investigation,Sustained,No action
3044,Internal investigation,Sustained,No action
3063,Internal investigation,Pending,No action
3064,Internal investigation,Sustained,No action
3071,Internal investigation,Pending,No action
3072,Internal investigation,Pending,No action
3095,Internal investigation,Sustained,No action
3096,Internal investigation,Sustained,No action
3097,Internal investigation,Sustained,No action
3098,Internal investigation,Sustained,No action
3099,Internal investigation,Sustained,No action
3100,Internal investigation,Sustained,No action
3110,Internal investigation,Not Sustained,No action
3111,Internal investigation,No action,No action
3112,Internal investigation,Sustained,No action
3113,Internal investigation,Sustained,No action
3127,Internal investigation,Pending,No action
3128,Internal investigation,Pending,No action
3132,Internal investigation,Sustained,No action
3139,Internal investigation,Sustained,No action
3146,Internal investigation,Sustained,No action
3153,Internal investigation,Sustained,No action
3157,Internal investigation,Sustained,No action
3160,Internal investigation,Sustained,No action
3163,Internal investigation,Unfounded,No action
3164,Internal investigation,Not Sustained,No action
3205,Internal investigation,Sustained,No action
3206,Internal investigation,Unfounded,No action
3210,Internal investigation,Sustained,No action
3212,Internal investigation,Sustained,No action
3213,Internal investigation,Sustained,No action
3214,Internal investigation,Sustained,No action
3215,Internal investigation,Not Sustained,No action
3218,Internal investigation,Sustained,No action
3219,Internal investigation,Not Sustained,No action
3220,Internal investigation,Not Sustained,No action
3234,Internal investigation,Sustained,No action
3255,Internal investigation,Not Sustained,No action
3256,Internal investigation,Sustained,No action
3266,Internal investigation,Not Sustained,No action
3269,Internal investigation,Not Sustained,No action
3270,Internal investigation,Not Sustained,No action
3277,Internal investigation,Sustained,No action
3281,Internal investigation,Sustained,No action
3282,Internal investigation,Sustained,No action
3283,Internal investigation,Sustained,No action
3284,Internal investigation,Sustained,No action
3285,Internal investigation,Sustained,No action
3286,Internal investigation,Sustained,No action
3287,Internal investigation,Sustained,No action
3288,Internal investigation,Sustained,No action
3289,Internal investigation,Unfounded,No action
3290,Internal investigation,Unfounded,No action
3291,Internal investigation,Unfounded,No action
3292,Internal investigation,Sustained,No action
3294,Internal investigation,Sustained,No action
3295,Internal investigation,Sustained,No action
3296,Internal investigation,Sustained,No action
3297,Internal investigation,Sustained,No action
3298,Internal investigation,Unfounded,No action
3304,Internal investigation,Pending,No action
3310,Internal investigation,Sustained,No action
3311,Internal investigation,Sustained,No action
3312,Internal investigation,Sustained,No action
3313,Internal investigation,Sustained,No action
3314,Internal investigation,Sustained,No action
3317,Internal investigation,Sustained,No action
3318,Internal investigation,Not Sustained,No action
3321,Internal investigation,Not Sustained,No action
3325,Internal investigation,Sustained,No action
3326,Internal investigation,Sustained,No action
3327,Internal investigation,Sustained,No action
3328,Internal investigation,Sustained,No action
3329,Internal investigation,Not Sustained,No action
3330,Internal investigation,Unfounded,No action
3350,Internal investigation,Pending,Resigned/Retired and Charges Pending
3351,Internal investigation,Pending,No action
3352,Internal investigation,Pending,No action
3353,Internal investigation,Sustained,No action
3354,Internal investigation,Sustained,No action
3356,Internal investigation,Pending,No action
3357,Internal investigation,Pending,No action
3358,Internal investigation,Pending,No action
3359,Internal investigation,Pending,No action
3360,Internal investigation,Pending,No action
3361,Internal investigation,Sustained,No action
3362,Internal investigation,Sustained,No action
3366,Internal investigation,Sustained,No action
3367,Internal investigation,Sustained,No action
3370,Internal investigation,Sustained,No action
3373,Internal investigation,Sustained,No action
3374,Internal investigation,Sustained,No action
3379,Internal investigation,Sustained,No action
3398,Internal investigation,Sustained,No action
3401,Internal investigation,Sustained,No action
3403,Internal investigation,Sustained,No action
3412,Internal investigation,Sustained,Oral Reprimand
3413,Internal investigation,Not Sustained,No action
3414,Internal investigation,Unfounded,No action
3419,Internal investigation,Not Sustained,No action
3420,Internal investigation,Sustained,Suspension
3421,Internal investigation,Sustained,No action
3422,Internal investigation,Sustained,No action
3425,Internal investigation,Sustained,Oral Reprimand
3426,Internal investigation,Sustained,Oral Reprimand
3431,Internal investigation,Sustained,No action
3440,Internal investigation,Sustained,No action
3441,Internal investigation,Pending,No action
3442,Internal investigation,Pending,No action
3444,Internal investigation,Sustained,No action
3445,Internal investigation,No action,No action
3446,Internal investigation,Unfounded,No action
3447,Internal investigation,No action,No action
3448,Internal investigation,Exonerated,No action
3449,Internal investigation,No action,No action
3450,Internal investigation,Unfounded,No action
3451,Internal investigation,No action,No action
3452,Internal investigation,Exonerated,No action
3453,Internal investigation,Not Sustained,No action
3460,Internal investigation,No action,No action
3461,Internal investigation,Exonerated,No action
3462,Internal investigation,No action,No action
3463,Internal investigation,Exonerated,No action
3470,Internal investigation,Sustained,No action
3471,Internal investigation,Sustained,No action
3472,Internal investigation,Not Sustained,No action
3473,Internal investigation,Sustained,No action
3483,Internal investigation,Sustained,No action
3492,Internal investigation,Withdrawn,No action
3493,Internal investigation,Not Sustained,No action
3494,Internal investigation,Sustained,No action
3495,Internal investigation,Sustained,No action
3496,Internal investigation,Sustained,No action
3497,Internal investigation,Sustained,No action
3498,Internal investigation,Not Sustained,No action
3499,Internal investigation,Not Sustained,No action
3500,Internal investigation,Sustained,No action
3501,Internal investigation,Sustained,No action
3502,Internal investigation,Unfounded,No action
3503,Internal investigation,Unfounded,No action
3510,Internal investigation,Sustained,No action
3518,Internal investigation,Sustained,No action
3519,Internal investigation,Not Sustained,No action
3520,Internal investigation,Sustained,No action
3521,Internal investigation,Sustained,No action
3522,Internal investigation,Sustained,No action
3525,Internal investigation,No action,No action
3526,Internal investigation,Not Sustained,No action
3528,Internal investigation,Unfounded,No action
3533,Internal investigation,Sustained,No action
3534,Internal investigation,Unfounded,No action
3537,Internal investigation,Not Sustained,No action
3538,Internal investigation,Not Sustained,No action
3545,Internal investigation,Not Sustained,No action
3546,Internal investigation,Not Sustained,No action
3576,Internal investigation,Sustained,No action
3577,Internal investigation,No action,No action
3579,Internal investigation,Sustained,No action
3580,Internal investigation,Sustained,No action
3581,Internal investigation,No action,No action
3582,Internal investigation,Sustained,No action
3583,Internal investigation,No action,No action
3584,Internal investigation,Sustained,No action
3585,Internal investigation,Sustained,No action
3586,Internal investigation,Sustained,No action
3587,Internal investigation,Sustained,No action
3588,Internal investigation,No action,No action
3589,Internal investigation,Sustained,No action
3590,Internal investigation,No action,No action
3592,Internal investigation,Sustained,No action
3595,Internal investigation,Sustained,No action
3599,Internal investigation,Pending,No action
3600,Internal investigation,Pending,No action
3601,Internal investigation,Pending,No action
3606,Internal investigation,Sustained,No action
3607,Internal investigation,Sustained,No action
3608,Internal investigation,Sustained,No action
3625,Internal investigation,Sustained,No action
3631,Internal investigation,Pending,Oral Reprimand
3638,Internal investigation,Unfounded,No action
3640,Internal investigation,Sustained,No action
3641,Internal investigation,Sustained,No action
3655,Internal investigation,Pending,No action
3656,Internal investigation,Pending,No action
3657,Internal investigation,Pending,No action
3658,Internal investigation,Pending,No action
3659,Internal investigation,Pending,No action
3660,Internal investigation,Pending,No action
3663,Internal investigation,Sustained,No action
3675,Internal investigation,Pending,No action
3676,Internal investigation,Pending,No action
3685,Internal investigation,Sustained,No action
3686,Internal investigation,Sustained,No action
3687,Internal investigation,Not Sustained,No action
3688,Internal investigation,Sustained,No action
3690,Internal investigation,Sustained,No action
3692,Internal investigation,Pending,No action
3693,Internal investigation,Pending,No action
3695,Internal investigation,Sustained,No action
3696,Internal investigation,Sustained,No action
3697,Internal investigation,Sustained,No action
3699,Internal investigation,Sustained,No action
3704,Internal investigation,Sustained,No action
3707,Internal investigation,Sustained,No action
3708,Internal investigation,Sustained,No action
3709,Internal investigation,Sustained,No action
3710,Internal investigation,Sustained,No action
3713,Internal investigation,Sustained,No action
3714,Internal investigation,Sustained,No action
3721,Internal investigation,No action,No action
3722,Internal investigation,No action,No action
3724,Internal investigation,Withdrawn,No action
3725,Internal investigation,Withdrawn,No action
3726,Internal investigation,Withdrawn,No action
3727,Internal investigation,Sustained,No action
3728,Internal investigation,Sustained,No action
3734,Internal investigation,Not Sustained,No action
3735,Internal investigation,Not Sustained,No action
3750,Internal investigation,Withdrawn,No action
3758,Internal investigation,Sustained,No action
3760,Internal investigation,Sustained,No action
3762,Internal investigation,Sustained,No action
3764,Internal investigation,Pending,No action
3765,Internal investigation,Pending,No action
3766,Internal investigation,Pending,No action
3767,Internal investigation,Pending,No action
3770,Internal investigation,Sustained,No action
3771,Internal investigation,Unfounded,No action
3774,Internal investigation,Pending,Oral Reprimand
3793,Internal investigation,Not Sustained,No action
3794,Internal investigation,Not Sustained,No action
3797,Internal investigation,Not Sustained,No action
3798,Internal investigation,Sustained,No action
3799,Internal investigation,Sustained,No action
3826,Internal investigation,Not Sustained,No action
3834,Internal investigation,Pending,No action
3836,Internal investigation,Pending,No action
3837,Internal investigation,Pending,No action
3838,Internal investigation,Pending,No action
3839,Internal investigation,Pending,No action
3840,Internal investigation,Pending,No action
3841,Internal investigation,Pending,No action
3842,Internal investigation,Pending,No action
3843,Internal investigation,Pending,No action
3844,Internal investigation,Pending,No action
3848,Internal investigation,Pending,No action
3849,Internal investigation,Pending,No action
3850,Internal investigation,Pending,No action
3851,Internal investigation,Pending,No action
3852,Internal investigation,Pending,No action
3853,Internal investigation,Pending,No action
3854,Internal investigation,Pending,No action
3855,Internal investigation,Pending,No action
3856,Internal investigation,Pending,No action
3866,Internal investigation,Sustained,No action
3867,Internal investigation,Sustained,No action
3879,Internal investigation,Sustained,No action
3881,Internal investigation,Sustained,No action
3883,Internal investigation,Sustained,No action
3884,Internal investigation,Not Sustained,No action
3891,Internal investigation,Not Sustained,No action
3892,Internal investigation,Sustained,No action
3894,Internal investigation,Not Sustained,No action
3895,Internal investigation,Sustained,No action
3896,Internal investigation,No action,No action
3897,Internal investigation,Sustained,No action
3898,Internal investigation,No action,No action
3899,Internal investigation,Sustained,No action
3900,Internal investigation,No action,No action
3904,Internal investigation,Sustained,No action
3905,Internal investigation,Sustained,No action
3922,Internal investigation,Sustained,No action
3923,Internal investigation,Sustained,No action
3927,Internal investigation,Sustained,No action
3928,Internal investigation,Sustained,No action
3930,Internal investigation,Sustained,No action
3931,Internal investigation,Sustained,No action
3933,Internal investigation,Sustained,No action
3934,Internal investigation,Sustained,No action
3940,Internal investigation,Pending,No action
3962,Internal investigation,No action,No action
3983,Internal investigation,Pending,No action
4001,Internal investigation,Pending,No action
4012,Internal investigation,Not Sustained,No action
4013,Internal investigation,Not Sustained,No action
4021,Internal investigation,Pending,No action
4033,Internal investigation,No action,No action
4034,Internal investigation,No action,No action
4039,Internal investigation,Pending,No action
4040,Internal investigation,Pending,No action
4056,Internal investigation,Pending,No action
4057,Internal investigation,Pending,No action
4058,Internal investigation,Pending,No action
4067,Internal investigation,Pending,No action
4069,Internal investigation,Pending,No action
4070,Internal investigation,Pending,No action
4073,Internal investigation,Pending,No action
4092,Internal investigation,Not Sustained,No action
4093,Internal investigation,Pending,No action
4103,Internal investigation,Not Sustained,No action
4104,Internal investigation,Pending,No action
4107,Internal investigation,Pending,No action
4116,Internal investigation,Pending,No action
4117,Internal investigation,Pending,No action
4135,Internal investigation,Pending,No action
4136,Internal investigation,Pending,No action
4137,Internal investigation,Pending,No action
4148,Internal investigation,Pending,No action
4149,Internal investigation,Pending,No action
4150,Internal investigation,Pending,No action
4151,Internal investigation,Pending,No action
4152,Internal investigation,Pending,No action
4156,Internal investigation,Pending,No action
4157,Internal investigation,Pending,No action
4163,Internal investigation,Pending,No action
4164,Internal investigation,Pending,No action
4165,Internal investigation,Pending,No action
4167,Internal investigation,Pending,No action
4168,Internal investigation,Pending,No action
4173,Internal investigation,No action,No action
4182,Internal investigation,Pending,No action
4183,Internal investigation,Pending,No action
4189,Internal investigation,Sustained,No action
4198,Internal investigation,Sustained,No action
4201,Internal investigation,Pending,No action
4210,Internal investigation,Pending,No action
4212,Internal investigation,Pending,No action
4217,Internal investigation,Pending,No action
4218,Internal investigation,Pending,No action
4219,Internal investigation,Pending,No action
4220,Internal investigation,Pending,No action
4221,Internal investigation,Pending,No action
4222,Internal investigation,Pending,No action
4225,Internal investigation,Pending,No action
4226,Internal investigation,Pending,No action
4228,Internal investigation,Pending,No action
4229,Internal investigation,Pending,No action
4231,Internal investigation,Pending,No action
4232,Internal investigation,Pending,No action
4233,Internal investigation,Pending,No action
4244,Internal investigation,Pending,No action
4245,Internal investigation,Pending,No action
4267,Internal investigation,Pending,No action
4276,Internal investigation,Pending,No action
4279,Internal investigation,No action,No action
4280,Internal investigation,No action,No action
4281,Internal investigation,No action,No action
4282,Internal investigation,Pending,No action
4289,Internal investigation,Pending,No action
4290,Internal investigation,Pending,No action
4291,Internal investigation,Pending,No action
4292,Internal investigation,Pending,No action
4293,Internal investigation,Pending,No action
4294,Internal investigation,Pending,No action
4295,Internal investigation,Pending,No action
4296,Internal investigation,Pending,No action
4297,Internal investigation,Pending,No action
4298,Internal investigation,Pending,No action
4300,Internal investigation,Pending,No action
4301,Internal investigation,Pending,No action
4305,Internal investigation,Pending,No action
4306,Internal investigation,Pending,No action
4307,Internal investigation,Pending,No action
4308,Internal investigation,Pending,No action
4315,Internal investigation,Pending,No action
4318,Internal investigation,Pending,No action
4320,Internal investigation,Pending,No action
4325,Internal investigation,Pending,No action
4326,Internal investigation,Pending,No action
4327,Internal investigation,Pending,No action
4328,Internal investigation,Pending,No action
4329,Internal investigation,Pending,No action
4339,Internal investigation,Pending,No action
4340,Internal investigation,Pending,No action
4341,Internal investigation,Pending,No action
4342,Internal investigation,Pending,No action
4343,Internal investigation,Pending,No action
4345,Internal investigation,Pending,No action
4346,Internal investigation,Pending,No action
4347,Internal investigation,Pending,No action
4348,Internal investigation,Pending,No action
4350,Internal investigation,Pending,No action
4351,Internal investigation,Pending,No action
4353,Internal investigation,Pending,No action
4360,Internal investigation,Pending,No action
4361,Internal investigation,Pending,No action
4363,Internal investigation,Pending,No action
4365,Internal investigation,Pending,No action
4373,Internal investigation,Pending,No action
4374,Internal investigation,Pending,No action
4375,Internal investigation,Pending,No action
4376,Internal investigation,Pending,No action
4377,Internal investigation,Pending,No action
4378,Internal investigation,Pending,No action
4379,Internal investigation,Pending,No action
4380,Internal investigation,Pending,No action
4381,Internal investigation,Pending,No action
4382,Internal investigation,Pending,No action
4383,Internal investigation,Pending,No action
4393,Internal investigation,Pending,No action
4394,Internal investigation,Pending,No action
4399,Internal investigation,Pending,No action
4400,Internal investigation,Pending,No action
4401,Internal investigation,Pending,No action
4409,Internal investigation,Pending,No action
4410,Internal investigation,Pending,No action
4411,Internal investigation,Pending,No action
4412,Internal investigation,Pending,No action
4413,Internal investigation,Pending,No action
4440,Internal investigation,Pending,No action
4441,Internal investigation,Pending,No action
4442,Internal investigation,Pending,No action
4443,Internal investigation,Pending,No action
4444,Internal investigation,Pending,No action
4445,Internal investigation,Pending,No action
4457,Internal investigation,Pending,No action
