,incident_type,finding,action_taken
4458,Internal investigation,Pending,No action
4477,Internal investigation,Pending,No action
4478,Internal investigation,Pending,No action
4479,Internal investigation,Pending,No action
4483,Internal investigation,Pending,No action
4497,Internal investigation,Pending,No action
4498,Internal investigation,Pending,No action
4519,Internal investigation,Pending,No action
4528,Internal investigation,Sustained,No action
4529,Internal investigation,Sustained,No action
4531,Internal investigation,Pending,No action
4532,Internal investigation,Sustained,No action
4533,Internal investigation,Sustained,No action
4534,Internal investigation,Pending,No action
4535,Internal investigation,Sustained,No action
4536,Internal investigation,Pending,No action
4537,Internal investigation,Pending,No action
4539,Internal investigation,Pending,No action
4540,Internal investigation,Sustained,No action
4541,Internal investigation,Pending,No action
4542,Internal investigation,Sustained,No action
4545,Internal investigation,Not Sustained,No action
4548,Internal investigation,Sustained,No action
4550,Internal investigation,Sustained,No action
4551,Internal investigation,Sustained,No action
4552,Internal investigation,No action,No action
4553,Internal investigation,Sustained,No action
4555,Internal investigation,No action,No action
4556,Internal investigation,Sustained,No action
4557,Internal investigation,Pending,No action
4559,Internal investigation,Pending,No action
4560,Internal investigation,Pending,No action
4561,Internal investigation,Pending,No action
4562,Internal investigation,Pending,No action
4563,Internal investigation,Pending,No action
4564,Internal investigation,Pending,No action
4565,Internal investigation,Pending,No action
4567,Internal investigation,Pending,No action
4568,Internal investigation,Sustained,No action
4569,Internal investigation,Sustained,No action
4570,Internal investigation,Pending,No action
4571,Internal investigation,Pending,No action
4573,Internal investigation,Sustained,No action
4576,Internal investigation,Filed,No action
4577,Internal investigation,Sustained,No action
4578,Internal investigation,Sustained,No action
4579,Internal investigation,Sustained,No action
4580,Internal investigation,Sustained,No action
4581,Internal investigation,Unfounded,No action
4587,Internal investigation,Sustained,No action
4588,Internal investigation,Sustained,No action
4589,Internal investigation,Sustained,No action
4590,Internal investigation,Sustained,No action
4591,Internal investigation,Sustained,No action
4592,Internal investigation,Sustained,No action
4593,Internal investigation,Sustained,No action
4594,Internal investigation,Sustained,No action
4595,Internal investigation,Sustained,No action
4596,Internal investigation,Sustained,No action
4597,Internal investigation,Sustained,No action
4598,Internal investigation,Sustained,No action
4599,Internal investigation,Sustained,No action
4600,Internal investigation,Sustained,No action
4601,Internal investigation,Sustained,No action
4602,Internal investigation,Sustained,No action
4603,Internal investigation,Sustained,No action
4604,Internal investigation,Sustained,No action
4605,Internal investigation,Sustained,No action
4606,Internal investigation,Sustained,No action
4607,Internal investigation,Sustained,No action
4608,Internal investigation,Sustained,No action
4613,Internal investigation,Sustained,No action
4618,Internal investigation,Unfounded,No action
4622,Internal investigation,Sustained,No action
4623,Internal investigation,Sustained,No action
4624,Internal investigation,Sustained,No action
4625,Internal investigation,Sustained,No action
4626,Internal investigation,Sustained,No action
4627,Internal investigation,Sustained,No action
4628,Internal investigation,Sustained,No action
4630,Internal investigation,No action,No action
4631,Internal investigation,Withdrawn,No action
4632,Internal investigation,Sustained,No action
4634,Internal investigation,Sustained,No action
4635,Internal investigation,Sustained,No action
4637,Internal investigation,Sustained,No action
4640,Internal investigation,Sustained,No action
4641,Internal investigation,Sustained,No action
4648,Internal investigation,Sustained,No action
4654,Internal investigation,Sustained,No action
4655,Internal investigation,Sustained,No action
4656,Internal investigation,Sustained,No action
4657,Internal investigation,Unfounded,No action
4661,Internal investigation,Exonerated,No action
4662,Internal investigation,Sustained,No action
4663,Internal investigation,Unfounded,No action
4664,Internal investigation,Sustained,No action
4665,Internal investigation,Sustained,No action
4666,Internal investigation,Sustained,No action
4667,Internal investigation,Sustained,No action
4669,Internal investigation,Sustained,No action
4670,Internal investigation,Unfounded,No action
4673,Internal investigation,Sustained,No action
4678,Internal investigation,Sustained,No action
4679,Internal investigation,Sustained,No action
4680,Internal investigation,Sustained,No action
4681,Internal investigation,Sustained,No action
4682,Internal investigation,Sustained,No action
4683,Internal investigation,Sustained,No action
4685,Internal investigation,Not Sustained,No action
4686,Internal investigation,Unfounded,No action
4687,Internal investigation,Unfounded,No action
4688,Internal investigation,Sustained,No action
4689,Internal investigation,Unfounded,No action
4690,Internal investigation,Unfounded,No action
4691,Internal investigation,Unfounded,No action
4692,Internal investigation,Unfounded,No action
4693,Internal investigation,Unfounded,No action
4694,Internal investigation,Not Sustained,No action
4695,Internal investigation,Not Sustained,No action
4703,Internal investigation,Not Sustained,No action
4704,Internal investigation,Sustained,No action
4705,Internal investigation,Sustained,No action
4706,Internal investigation,Sustained,No action
4707,Internal investigation,Sustained,No action
4708,Internal investigation,Not Sustained,No action
4709,Internal investigation,Sustained,No action
4710,Internal investigation,Unfounded,No action
4711,Internal investigation,Unfounded,No action
4712,Internal investigation,Not Sustained,No action
4713,Internal investigation,Not Sustained,No action
4714,Internal investigation,Not Sustained,No action
4715,Internal investigation,Not Sustained,No action
4716,Internal investigation,Unfounded,No action
4717,Internal investigation,Unfounded,No action
4718,Internal investigation,Sustained,No action
4719,Internal investigation,Sustained,No action
4720,Internal investigation,Sustained,No action
4721,Internal investigation,Sustained,No action
4732,Internal investigation,Unfounded,No action
4733,Internal investigation,Unfounded,No action
4745,Internal investigation,Sustained,No action
4749,Internal investigation,Sustained,No action
4751,Internal investigation,Sustained,No action
4754,Internal investigation,Exonerated,No action
4755,Internal investigation,Sustained,No action
4756,Internal investigation,Sustained,No action
4760,Internal investigation,Exonerated,No action
4761,Internal investigation,Sustained,No action
4775,Internal investigation,Not Sustained,No action
4776,Internal investigation,Unfounded,No action
4793,Internal investigation,Unfounded,No action
4797,Internal investigation,Sustained,No action
4798,Internal investigation,Sustained,No action
4799,Internal investigation,Sustained,No action
4800,Internal investigation,Sustained,No action
4810,Internal investigation,Sustained,No action
4811,Internal investigation,Sustained,No action
4812,Internal investigation,Sustained,No action
4813,Internal investigation,Sustained,No action
4816,Internal investigation,Sustained,No action
4817,Internal investigation,Sustained,No action
4818,Internal investigation,Sustained,No action
4819,Internal investigation,Sustained,No action
4820,Internal investigation,Sustained,No action
4821,Internal investigation,Sustained,No action
4822,Internal investigation,Sustained,No action
4823,Internal investigation,Sustained,No action
4824,Internal investigation,Sustained,No action
4825,Internal investigation,Not Sustained,No action
4827,Internal investigation,Sustained,No action
4831,Internal investigation,Unfounded,No action
4832,Internal investigation,Unfounded,No action
4834,Internal investigation,Sustained,No action
4836,Internal investigation,Filed,No action
4840,Internal investigation,Sustained,No action
4842,Internal investigation,Sustained,No action
4843,Internal investigation,Sustained,No action
4844,Internal investigation,Sustained,No action
4845,Internal investigation,Sustained,No action
4846,Internal investigation,Sustained,No action
4847,Internal investigation,Exonerated,No action
4848,Internal investigation,Exonerated,No action
4849,Internal investigation,Sustained,No action
4850,Internal investigation,Sustained,No action
4854,Internal investigation,Not Sustained,No action
4855,Internal investigation,Sustained,No action
4856,Internal investigation,Unfounded,No action
4857,Internal investigation,Unfounded,No action
4858,Internal investigation,Not Sustained,No action
4859,Internal investigation,Unfounded,No action
4860,Internal investigation,Not Sustained,No action
4861,Internal investigation,Exonerated,No action
4862,Internal investigation,Unfounded,No action
4865,Internal investigation,Sustained,No action
4866,Internal investigation,Sustained,No action
4867,Internal investigation,Sustained,No action
4868,Internal investigation,Sustained,No action
4869,Internal investigation,Unfounded,No action
4870,Internal investigation,Sustained,No action
4871,Internal investigation,Sustained,No action
4872,Internal investigation,Sustained,No action
4873,Internal investigation,Sustained,No action
4874,Internal investigation,Sustained,No action
4875,Internal investigation,Sustained,No action
4876,Internal investigation,Unfounded,No action
4877,Internal investigation,Unfounded,No action
4879,Internal investigation,Sustained,No action
4880,Internal investigation,Unfounded,No action
4881,Internal investigation,Sustained,No action
4882,Internal investigation,Sustained,No action
4883,Internal investigation,No action,No action
4888,Internal investigation,Not Sustained,No action
4890,Internal investigation,Sustained,No action
4891,Internal investigation,Sustained,No action
4893,Internal investigation,Sustained,No action
4894,Internal investigation,Sustained,No action
4895,Internal investigation,Sustained,No action
4896,Internal investigation,Sustained,No action
4897,Internal investigation,Sustained,No action
4898,Internal investigation,Sustained,No action
4899,Internal investigation,Sustained,No action
4900,Internal investigation,Sustained,No action
4901,Internal investigation,Sustained,No action
4902,Internal investigation,Sustained,No action
4905,Internal investigation,Sustained,No action
4906,Internal investigation,Sustained,No action
4911,Internal investigation,Sustained,No action
4916,Internal investigation,Filed,No action
4921,Internal investigation,Sustained,No action
4924,Internal investigation,Sustained,No action
4926,Internal investigation,Sustained,No action
4927,Internal investigation,Sustained,No action
4928,Internal investigation,Sustained,No action
4929,Internal investigation,Sustained,No action
4938,Internal investigation,Not Sustained,No action
4939,Internal investigation,Not Sustained,No action
4940,Internal investigation,Sustained,No action
4941,Internal investigation,Sustained,No action
4955,Internal investigation,Not Sustained,No action
4958,Internal investigation,Sustained,No action
4959,Internal investigation,Sustained,No action
4971,Internal investigation,Sustained,No action
4973,Internal investigation,Not Sustained,No action
4974,Internal investigation,Not Sustained,No action
4975,Internal investigation,Unfounded,No action
4979,Internal investigation,Sustained,No action
4982,Internal investigation,Sustained,No action
4988,Internal investigation,Sustained,No action
4989,Internal investigation,Sustained,No action
4990,Internal investigation,Sustained,No action
4991,Internal investigation,Sustained,No action
4992,Internal investigation,Sustained,No action
4993,Internal investigation,Sustained,No action
4995,Internal investigation,Sustained,No action
4996,Internal investigation,Not Sustained,No action
4997,Internal investigation,Sustained,No action
4998,Internal investigation,Sustained,No action
5010,Internal investigation,Sustained,No action
5011,Internal investigation,Sustained,No action
5012,Internal investigation,Unfounded,No action
5013,Internal investigation,Unfounded,No action
5017,Internal investigation,Exonerated,No action
5019,Internal investigation,Sustained,No action
5025,Internal investigation,Sustained,No action
5028,Internal investigation,Sustained,No action
5032,Internal investigation,Sustained,No action
5034,Internal investigation,Sustained,No action
5035,Internal investigation,Sustained,No action
5036,Internal investigation,Sustained,No action
5038,Internal investigation,Sustained,No action
5039,Internal investigation,Not Sustained,No action
5040,Internal investigation,Sustained,No action
5041,Internal investigation,Sustained,No action
5043,Internal investigation,Sustained,No action
5044,Internal investigation,Sustained,No action
5045,Internal investigation,Sustained,No action
5048,Internal investigation,Sustained,No action
5051,Internal investigation,Sustained,No action
5052,Internal investigation,Filed,No action
5055,Internal investigation,Sustained,No action
5056,Internal investigation,Unfounded,No action
5058,Internal investigation,Not Sustained,No action
5059,Internal investigation,Sustained,No action
5060,Internal investigation,Sustained,No action
5061,Internal investigation,Sustained,No action
5062,Internal investigation,Not Sustained,No action
5069,Internal investigation,Sustained,No action
5070,Internal investigation,Sustained,No action
5072,Internal investigation,Sustained,No action
5073,Internal investigation,Sustained,No action
5087,Internal investigation,Sustained,No action
5088,Internal investigation,Sustained,No action
5089,Internal investigation,Not Sustained,No action
5090,Internal investigation,Not Sustained,No action
5091,Internal investigation,Sustained,No action
5092,Internal investigation,Sustained,No action
5096,Internal investigation,Sustained,No action
5097,Internal investigation,Sustained,No action
5106,Internal investigation,Sustained,No action
5107,Internal investigation,Sustained,No action
5109,Internal investigation,Sustained,No action
5117,Internal investigation,Sustained,No action
5118,Internal investigation,Unfounded,No action
5123,Internal investigation,Sustained,No action
5124,Internal investigation,Sustained,No action
5128,Internal investigation,Sustained,No action
5129,Internal investigation,Sustained,No action
5131,Internal investigation,Sustained,No action
5132,Internal investigation,Sustained,No action
5133,Internal investigation,Sustained,No action
5134,Internal investigation,Sustained,No action
5139,Internal investigation,Unfounded,No action
5142,Internal investigation,Sustained,No action
5147,Internal investigation,Sustained,No action
5152,Internal investigation,Sustained,No action
5153,Internal investigation,Unfounded,No action
5161,Internal investigation,Unfounded,No action
5170,Internal investigation,Sustained,No action
5171,Internal investigation,Sustained,No action
5180,Internal investigation,Not Sustained,No action
5183,Internal investigation,Sustained,No action
5186,Internal investigation,Sustained,No action
5187,Internal investigation,Sustained,No action
5188,Internal investigation,Sustained,No action
5192,Internal investigation,Not Sustained,No action
5193,Internal investigation,Sustained,No action
5197,Internal investigation,Sustained,No action
5202,Internal investigation,Sustained,No action
5203,Internal investigation,Sustained,No action
5204,Internal investigation,Sustained,No action
5206,Internal investigation,Sustained,No action
5207,Internal investigation,Sustained,No action
5208,Internal investigation,Sustained,No action
5209,Internal investigation,Sustained,No action
5210,Internal investigation,Sustained,No action
5211,Internal investigation,Sustained,No action
5212,Internal investigation,Not Sustained,No action
5215,Internal investigation,Sustained,No action
5216,Internal investigation,Sustained,No action
5219,Internal investigation,Sustained,No action
5221,Internal investigation,Sustained,No action
5222,Internal investigation,Sustained,No action
5223,Internal investigation,Sustained,No action
5225,Internal investigation,Sustained,No action
5226,Internal investigation,Not Sustained,No action
5230,Internal investigation,Sustained,No action
5231,Internal investigation,Sustained,No action
5238,Internal investigation,Sustained,No action
5243,Internal investigation,Sustained,No action
5244,Internal investigation,Sustained,No action
5245,Internal investigation,Sustained,No action
5249,Internal investigation,Sustained,No action
5251,Internal investigation,Not Sustained,No action
5257,Internal investigation,Sustained,No action
5260,Internal investigation,Sustained,No action
5261,Internal investigation,Sustained,No action
5262,Internal investigation,Sustained,No action
5263,Internal investigation,Sustained,No action
5264,Internal investigation,Sustained,No action
5269,Internal investigation,Sustained,No action
5270,Internal investigation,Sustained,No action
5271,Internal investigation,Not Sustained,No action
5272,Internal investigation,Sustained,No action
5274,Internal investigation,Sustained,No action
5275,Internal investigation,Sustained,No action
5276,Internal investigation,Unfounded,No action
5279,Internal investigation,Sustained,No action
5280,Internal investigation,Sustained,No action
5284,Internal investigation,Not Sustained,No action
5286,Internal investigation,Sustained,No action
5287,Internal investigation,Not Sustained,No action
5294,Internal investigation,Not Sustained,No action
5295,Internal investigation,Sustained,No action
5296,Internal investigation,Unfounded,No action
5297,Internal investigation,Sustained,No action
5298,Internal investigation,Sustained,No action
5299,Internal investigation,Sustained,No action
5300,Internal investigation,Sustained,No action
5301,Internal investigation,Sustained,No action
5303,Internal investigation,Sustained,No action
5313,Internal investigation,Unfounded,No action
5314,Internal investigation,Unfounded,No action
5315,Internal investigation,Sustained,No action
5316,Internal investigation,Sustained,No action
5317,Internal investigation,Not Sustained,No action
5318,Internal investigation,Sustained,No action
5319,Internal investigation,Not Sustained,No action
5320,Internal investigation,Sustained,No action
5324,Internal investigation,Not Sustained,No action
5325,Internal investigation,Sustained,No action
5326,Internal investigation,Sustained,No action
5327,Internal investigation,Sustained,No action
5333,Internal investigation,Unfounded,No action
5336,Internal investigation,Unfounded,No action
5337,Internal investigation,Unfounded,No action
5338,Internal investigation,Unfounded,No action
5339,Internal investigation,Unfounded,No action
5340,Internal investigation,Unfounded,No action
5341,Internal investigation,Sustained,No action
5342,Internal investigation,Sustained,No action
5343,Internal investigation,Not Sustained,No action
5344,Internal investigation,Sustained,No action
5345,Internal investigation,Unfounded,No action
5346,Internal investigation,Unfounded,No action
5347,Internal investigation,Sustained,No action
5351,Internal investigation,Sustained,No action
5352,Internal investigation,Not Sustained,No action
5354,Internal investigation,Sustained,No action
5358,Internal investigation,Sustained,No action
5361,Internal investigation,Sustained,No action
5365,Internal investigation,Sustained,No action
5368,Internal investigation,Sustained,No action
5369,Internal investigation,Sustained,No action
5371,Internal investigation,Sustained,No action
5373,Internal investigation,Sustained,No action
5374,Internal investigation,Sustained,No action
5375,Internal investigation,Sustained,No action
5376,Internal investigation,Sustained,No action
5377,Internal investigation,Sustained,No action
5378,Internal investigation,Sustained,No action
5379,Internal investigation,Sustained,No action
5380,Internal investigation,Sustained,No action
5382,Internal investigation,Unfounded,No action
5384,Internal investigation,Sustained,No action
5385,Internal investigation,Sustained,No action
5386,Internal investigation,Sustained,No action
5387,Internal investigation,Sustained,No action
5390,Internal investigation,Sustained,No action
5394,Internal investigation,Sustained,No action
5401,Internal investigation,Not Sustained,No action
5402,Internal investigation,Not Sustained,No action
5403,Internal investigation,Sustained,No action
5407,Internal investigation,Sustained,No action
5410,Internal investigation,Sustained,No action
5411,Internal investigation,Sustained,No action
5422,Internal investigation,Not Sustained,No action
5423,Internal investigation,Sustained,No action
5424,Internal investigation,Sustained,No action
5425,Internal investigation,Sustained,No action
5426,Internal investigation,Sustained,No action
5427,Internal investigation,Sustained,No action
5428,Internal investigation,Sustained,No action
5429,Internal investigation,Sustained,No action
5430,Internal investigation,Sustained,No action
5431,Internal investigation,Sustained,No action
5434,Internal investigation,Sustained,No action
5435,Internal investigation,Sustained,No action
5436,Internal investigation,Sustained,No action
5437,Internal investigation,Sustained,No action
5440,Internal investigation,Not Sustained,No action
5441,Internal investigation,Not Sustained,No action
5442,Internal investigation,Not Sustained,No action
5443,Internal investigation,Unfounded,No action
5444,Internal investigation,Not Sustained,No action
5445,Internal investigation,Not Sustained,No action
5446,Internal investigation,Sustained,No action
5447,Internal investigation,Sustained,No action
5448,Internal investigation,Not Sustained,No action
5449,Internal investigation,Sustained,No action
5450,Internal investigation,Sustained,No action
5451,Internal investigation,Sustained,No action
5453,Internal investigation,Sustained,No action
5454,Internal investigation,Sustained,No action
5455,Internal investigation,Not Sustained,No action
5458,Internal investigation,Not Sustained,No action
5462,Internal investigation,Not Sustained,No action
5469,Internal investigation,Sustained,No action
5471,Internal investigation,Sustained,No action
5482,Internal investigation,Sustained,No action
5483,Internal investigation,Sustained,No action
5484,Internal investigation,Sustained,No action
5486,Internal investigation,Sustained,No action
5489,Internal investigation,Not Sustained,No action
5490,Internal investigation,Sustained,No action
5491,Internal investigation,Sustained,No action
5492,Internal investigation,Sustained,No action
5493,Internal investigation,Sustained,No action
5494,Internal investigation,Sustained,No action
5499,Internal investigation,Sustained,No action
5502,Internal investigation,Sustained,No action
5503,Internal investigation,Sustained,No action
5504,Internal investigation,Not Sustained,No action
5506,Internal investigation,Not Sustained,No action
5507,Internal investigation,Sustained,No action
5508,Internal investigation,Sustained,No action
5511,Internal investigation,Sustained,No action
5517,Internal investigation,Sustained,No action
5523,Internal investigation,Sustained,No action
5524,Internal investigation,Sustained,No action
5527,Internal investigation,Sustained,No action
5545,Internal investigation,Sustained,No action
5546,Internal investigation,Sustained,No action
5547,Internal investigation,Sustained,No action
5550,Internal investigation,Sustained,No action
5554,Internal investigation,Not Sustained,No action
5555,Internal investigation,Sustained,Resigned/Retired and Charges Pending
5558,Internal investigation,Sustained,No action
5559,Internal investigation,Not Sustained,No action
5560,Internal investigation,Sustained,No action
5561,Internal investigation,Sustained,No action
5562,Internal investigation,Sustained,No action
5563,Internal investigation,Sustained,No action
5564,Internal investigation,Sustained,No action
5565,Internal investigation,Sustained,No action
5566,Internal investigation,Not Sustained,No action
5567,Internal investigation,Sustained,No action
5570,Internal investigation,Sustained,No action
5571,Internal investigation,Sustained,No action
5572,Internal investigation,Sustained,No action
5573,Internal investigation,Sustained,Oral Reprimand
5574,Internal investigation,Sustained,Resigned/Retired and Charges Pending
5575,Internal investigation,Sustained,Settlement Agreement
5576,Internal investigation,Sustained,No action
5577,Internal investigation,Not Sustained,No action
5578,Internal investigation,Sustained,No action
5579,Internal investigation,Sustained,No action
5581,Internal investigation,Sustained,No action
5583,Internal investigation,Sustained,No action
5584,Internal investigation,Not Sustained,No action
5587,Internal investigation,Sustained,No action
5588,Internal investigation,Sustained,No action
5589,Internal investigation,Sustained,No action
5590,Internal investigation,Sustained,No action
5591,Internal investigation,Not Sustained,No action
5592,Internal investigation,Not Sustained,No action
5593,Internal investigation,Not Sustained,No action
5595,Internal investigation,Sustained,No action
5596,Internal investigation,Sustained,No action
5597,Internal investigation,Not Sustained,No action
5598,Internal investigation,Sustained,No action
5599,Internal investigation,Sustained,No action
5600,Internal investigation,Sustained,No action
5601,Internal investigation,Sustained,No action
5602,Internal investigation,Filed,Resigned/Retired and Charges Pending
5603,Internal investigation,Sustained,No action
5604,Internal investigation,Sustained,No action
5605,Internal investigation,Sustained,No action
5606,Internal investigation,Sustained,No action
5609,Internal investigation,Sustained,No action
5617,Internal investigation,Unfounded,No action
5620,Internal investigation,Sustained,Resigned/Retired and Charges Pending
5637,Internal investigation,Sustained,No action
5640,Internal investigation,Sustained,No action
5641,Internal investigation,Unfounded,No action
5642,Internal investigation,Unfounded,No action
5643,Internal investigation,Not Sustained,No action
5644,Internal investigation,Sustained,No action
5645,Internal investigation,Sustained,No action
5652,Internal investigation,Unfounded,No action
5653,Internal investigation,Sustained,No action
5654,Internal investigation,Sustained,No action
5656,Internal investigation,Unfounded,No action
5657,Internal investigation,Sustained,No action
5664,Internal investigation,Sustained,No action
5666,Internal investigation,Sustained,No action
5682,Internal investigation,Exonerated,No action
5683,Internal investigation,Sustained,No action
5687,Internal investigation,Sustained,No action
5691,Internal investigation,Unfounded,No action
5692,Internal investigation,Unfounded,No action
5693,Internal investigation,Sustained,No action
5694,Internal investigation,Sustained,No action
5695,Internal investigation,Sustained,No action
5696,Internal investigation,No action,No action
5697,Internal investigation,Sustained,No action
5698,Internal investigation,Sustained,No action
5699,Internal investigation,Sustained,No action
5700,Internal investigation,Sustained,No action
5701,Internal investigation,Sustained,No action
5703,Internal investigation,Sustained,No action
5713,Internal investigation,Sustained,No action
5714,Internal investigation,Sustained,No action
5717,Internal investigation,Unfounded,No action
5720,Internal investigation,Sustained,No action
5721,Internal investigation,Sustained,No action
5722,Internal investigation,Sustained,No action
5723,Internal investigation,Sustained,No action
5725,Internal investigation,Sustained,No action
5726,Internal investigation,Sustained,No action
5727,Internal investigation,Not Sustained,No action
5731,Internal investigation,Not Sustained,No action
5732,Internal investigation,Sustained,Resigned/Retired and Charges Pending
5733,Internal investigation,Sustained,No action
5734,Internal investigation,Sustained,No action
5735,Internal investigation,Sustained,No action
5736,Internal investigation,Sustained,No action
5737,Internal investigation,Unfounded,No action
5738,Internal investigation,Sustained,No action
5739,Internal investigation,Sustained,No action
5740,Internal investigation,Sustained,No action
5741,Internal investigation,Sustained,No action
5742,Internal investigation,Unfounded,No action
5744,Internal investigation,Sustained,No action
5745,Internal investigation,Sustained,No action
5746,Internal investigation,Sustained,No action
5747,Internal investigation,Sustained,No action
5750,Internal investigation,Sustained,No action
5751,Internal investigation,Sustained,No action
5753,Internal investigation,Sustained,No action
5754,Internal investigation,Sustained,No action
5755,Internal investigation,Sustained,No action
5756,Internal investigation,Sustained,No action
5757,Internal investigation,Unfounded,No action
5766,Internal investigation,Unfounded,No action
5771,Internal investigation,Sustained,No action
5772,Internal investigation,Sustained,No action
5776,Internal investigation,Sustained,No action
5789,Internal investigation,Unfounded,No action
5815,Internal investigation,Sustained,No action
5816,Internal investigation,Sustained,No action
5817,Internal investigation,Not Sustained,No action
5818,Internal investigation,Not Sustained,No action
5819,Internal investigation,Sustained,No action
5820,Internal investigation,Sustained,No action
5821,Internal investigation,Not Sustained,No action
5827,Internal investigation,Sustained,No action
5829,Internal investigation,Pending,No action
5832,Internal investigation,Sustained,No action
5844,Internal investigation,Sustained,No action
5845,Internal investigation,Sustained,No action
5846,Internal investigation,Sustained,No action
5847,Internal investigation,Sustained,No action
5848,Internal investigation,Sustained,No action
5849,Internal investigation,Sustained,No action
5852,Internal investigation,Sustained,No action
5856,Internal investigation,Sustained,No action
5857,Internal investigation,Sustained,No action
5858,Internal investigation,Sustained,No action
5859,Internal investigation,Sustained,No action
5860,Internal investigation,Sustained,No action
5864,Internal investigation,Sustained,No action
5874,Internal investigation,Sustained,No action
5877,Internal investigation,Not Sustained,No action
5878,Internal investigation,Not Sustained,No action
5880,Internal investigation,Not Sustained,No action
5881,Internal investigation,Not Sustained,No action
5882,Internal investigation,Sustained,No action
5888,Internal investigation,Not Sustained,No action
5889,Internal investigation,Sustained,No action
5919,Internal investigation,Sustained,No action
5920,Internal investigation,Sustained,No action
5926,Internal investigation,Sustained,No action
5927,Internal investigation,Sustained,No action
5928,Internal investigation,Sustained,No action
5930,Internal investigation,Sustained,No action
5931,Internal investigation,Sustained,No action
5933,Internal investigation,Sustained,No action
5934,Internal investigation,Sustained,No action
5935,Internal investigation,Sustained,No action
5937,Internal investigation,Sustained,No action
5938,Internal investigation,Sustained,No action
5939,Internal investigation,Sustained,No action
5946,Internal investigation,Sustained,No action
5947,Internal investigation,Sustained,No action
5948,Internal investigation,Sustained,No action
5949,Internal investigation,Sustained,No action
5950,Internal investigation,Sustained,No action
5951,Internal investigation,Sustained,No action
5952,Internal investigation,Sustained,No action
5953,Internal investigation,Sustained,No action
5958,Internal investigation,Unfounded,No action
5959,Internal investigation,Unfounded,No action
5962,Internal investigation,Sustained,No action
5963,Internal investigation,Unfounded,No action
5964,Internal investigation,Sustained,No action
5965,Internal investigation,Sustained,No action
5966,Internal investigation,Sustained,No action
5967,Internal investigation,Unfounded,No action
5968,Internal investigation,Sustained,No action
5969,Internal investigation,Unfounded,No action
5970,Internal investigation,Not Sustained,No action
5971,Internal investigation,Unfounded,No action
5972,Internal investigation,Not Sustained,No action
5973,Internal investigation,Sustained,No action
5974,Internal investigation,Unfounded,No action
5975,Internal investigation,Not Sustained,No action
5976,Internal investigation,Unfounded,No action
5977,Internal investigation,Unfounded,No action
5978,Internal investigation,Unfounded,No action
5979,Internal investigation,Not Sustained,No action
5980,Internal investigation,Unfounded,No action
5981,Internal investigation,Not Sustained,No action
5982,Internal investigation,Sustained,No action
5983,Internal investigation,Sustained,No action
5984,Internal investigation,Unfounded,No action
5985,Internal investigation,Sustained,No action
5989,Internal investigation,Unfounded,No action
5990,Internal investigation,Unfounded,No action
5996,Internal investigation,Sustained,No action
5997,Internal investigation,Sustained,No action
5998,Internal investigation,Sustained,No action
5999,Internal investigation,Unfounded,No action
6001,Internal investigation,Not Sustained,No action
6008,Internal investigation,Sustained,No action
6009,Internal investigation,Sustained,No action
6015,Internal investigation,Sustained,No action
6016,Internal investigation,Unfounded,No action
6017,Internal investigation,Unfounded,No action
6018,Internal investigation,Unfounded,No action
6019,Internal investigation,Unfounded,No action
6020,Internal investigation,Unfounded,No action
6023,Internal investigation,Unfounded,No action
6029,Internal investigation,Sustained,No action
6034,Internal investigation,Sustained,No action
6035,Internal investigation,Unfounded,No action
6038,Internal investigation,Sustained,No action
6044,Internal investigation,Sustained,No action
6047,Internal investigation,Sustained,No action
6048,Internal investigation,Sustained,No action
6053,Internal investigation,Sustained,No action
6055,Internal investigation,Not Sustained,No action
6056,Internal investigation,Not Sustained,No action
6057,Internal investigation,Not Sustained,No action
6059,Internal investigation,Unfounded,No action
6061,Internal investigation,Unfounded,No action
6062,Internal investigation,Unfounded,No action
6065,Internal investigation,Sustained,No action
6066,Internal investigation,Sustained,No action
6070,Internal investigation,Sustained,No action
6077,Internal investigation,Sustained,No action
6078,Internal investigation,Sustained,No action
6079,Internal investigation,Unfounded,No action
6081,Internal investigation,Sustained,No action
6082,Internal investigation,Sustained,No action
6084,Internal investigation,Not Sustained,No action
6085,Internal investigation,Sustained,Resigned/Retired and Charges Pending
6086,Internal investigation,Sustained,No action
6087,Internal investigation,Sustained,No action
6088,Internal investigation,Sustained,No action
6093,Internal investigation,Sustained,No action
6094,Internal investigation,Sustained,No action
6095,Internal investigation,Sustained,No action
6096,Internal investigation,Sustained,No action
6097,Internal investigation,Unfounded,No action
6098,Internal investigation,Unfounded,No action
6100,Internal investigation,Sustained,No action
6115,Internal investigation,Sustained,No action
6116,Internal investigation,Sustained,No action
6118,Internal investigation,Filed,Resigned/Retired and Charges Pending
6119,Internal investigation,Sustained,No action
6120,Internal investigation,Not Sustained,No action
6121,Internal investigation,Sustained,No action
6123,Internal investigation,Sustained,No action
6131,Internal investigation,Sustained,No action
6139,Internal investigation,Not Sustained,No action
6157,Internal investigation,Sustained,Resigned/Retired and Charges Pending
6158,Internal investigation,Sustained,No action
6159,Internal investigation,Not Sustained,No action
6160,Internal investigation,Sustained,No action
6161,Internal investigation,Sustained,No action
6162,Internal investigation,Sustained,No action
6163,Internal investigation,Sustained,No action
6165,Internal investigation,Exonerated,No action
6167,Internal investigation,Sustained,No action
6169,Internal investigation,Sustained,No action
6170,Internal investigation,Sustained,No action
